Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
680,"Trachea, bronchus, lung cancers",CHE,2019,BTSX,YEARS55-59,628065,276.99,44.1,9347.5,1488.3
1130,Ischaemic heart disease,CHE,2019,BTSX,YEARS55-59,628065,246.38,39.23,8612.26,1371.24
1610,Self-harm,CHE,2019,BTSX,YEARS55-59,628065,138.56,22.06,4802.77,764.69
700,Breast cancer,CHE,2019,BTSX,YEARS55-59,628065,103.97,16.55,3940.13,627.34
1230,Cirrhosis of the liver,CHE,2019,BTSX,YEARS55-59,628065,89.22,14.21,3043.51,484.59
650,Colon and rectum cancers,CHE,2019,BTSX,YEARS55-59,628065,89.04,14.18,3199.94,509.49
670,Pancreas cancer,CHE,2019,BTSX,YEARS55-59,628065,82.08,13.07,2758.97,439.28
1180,Chronic obstructive pulmonary disease,CHE,2019,BTSX,YEARS55-59,628065,63.62,10.13,3818.21,607.93
751,Brain and nervous system cancers,CHE,2019,BTSX,YEARS55-59,628065,54.2,8.63,1859.06,296
660,Liver cancer,CHE,2019,BTSX,YEARS55-59,628065,54.03,8.6,1822.1,290.11
620,Mouth and oropharynx cancers,CHE,2019,BTSX,YEARS55-59,628065,48.62,7.74,1710.1,272.28
640,Stomach cancer,CHE,2019,BTSX,YEARS55-59,628065,45.88,7.3,1556.75,247.86
1140,Stroke,CHE,2019,BTSX,YEARS55-59,628065,45.82,7.3,2555.56,406.89
630,Oesophagus cancer,CHE,2019,BTSX,YEARS55-59,628065,36.22,5.77,1229.39,195.74
760,"Lymphomas, multiple myeloma",CHE,2019,BTSX,YEARS55-59,628065,33.87,5.39,1232.64,196.26
860,Alcohol use disorders,CHE,2019,BTSX,YEARS55-59,628065,32.94,5.24,3060.31,487.26
800,Diabetes mellitus,CHE,2019,BTSX,YEARS55-59,628065,29.89,4.76,6676.64,1063.05
730,Ovary cancer,CHE,2019,BTSX,YEARS55-59,628065,29.45,4.69,1021.57,162.65
770,Leukaemia,CHE,2019,BTSX,YEARS55-59,628065,24.16,3.85,874.14,139.18
1400,Congenital anomalies,CHE,2019,BTSX,YEARS55-59,628065,22.74,3.62,1045.21,166.42
1550,Falls,CHE,2019,BTSX,YEARS55-59,628065,22.35,3.56,6537.26,1040.86
690,Melanoma and other skin cancers,CHE,2019,BTSX,YEARS55-59,628065,22.3,3.55,858.97,136.76
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2019,BTSX,YEARS55-59,628065,19.41,3.09,689.83,109.83
740,Prostate cancer,CHE,2019,BTSX,YEARS55-59,628065,19.06,3.03,942.32,150.04
745,Kidney cancer,CHE,2019,BTSX,YEARS55-59,628065,17.86,2.84,631.74,100.59
750,Bladder cancer,CHE,2019,BTSX,YEARS55-59,628065,16.88,2.69,636.6,101.36
1530,Road injury,CHE,2019,BTSX,YEARS55-59,628065,16.66,2.65,1523.66,242.6
390,Lower respiratory infections,CHE,2019,BTSX,YEARS55-59,628065,15.7,2.5,537.04,85.51
950,Alzheimer disease and other dementias,CHE,2019,BTSX,YEARS55-59,628065,15.18,2.42,958.62,152.63
1270,Kidney diseases,CHE,2019,BTSX,YEARS55-59,628065,14.49,2.31,1049.64,167.12
980,Multiple sclerosis,CHE,2019,BTSX,YEARS55-59,628065,12.83,2.04,752.37,119.79
870,Drug use disorders,CHE,2019,BTSX,YEARS55-59,628065,11.64,1.85,952.11,151.59
720,Corpus uteri cancer,CHE,2019,BTSX,YEARS55-59,628065,10.85,1.73,435.63,69.36
755,Mesothelioma,CHE,2019,BTSX,YEARS55-59,628065,10.25,1.63,350.07,55.74
1248,Pancreatitis,CHE,2019,BTSX,YEARS55-59,628065,10.14,1.61,368.38,58.65
752,Gallbladder and biliary tract cancer,CHE,2019,BTSX,YEARS55-59,628065,9.98,1.59,337.15,53.68
1120,Hypertensive heart disease,CHE,2019,BTSX,YEARS55-59,628065,9.49,1.51,338.68,53.92
710,Cervix uteri cancer,CHE,2019,BTSX,YEARS55-59,628065,9.07,1.44,322.99,51.43
970,Epilepsy,CHE,2019,BTSX,YEARS55-59,628065,8.1,1.29,684.28,108.95
850,Schizophrenia,CHE,2019,BTSX,YEARS55-59,628065,5.61,0.89,2224.04,354.11
1575,Exposure to mechanical forces,CHE,2019,BTSX,YEARS55-59,628065,5.09,0.81,1769.27,281.7
100,HIV/AIDS,CHE,2019,BTSX,YEARS55-59,628065,4.55,0.72,446.7,71.12
1220,Peptic ulcer disease,CHE,2019,BTSX,YEARS55-59,628065,4.46,0.71,174.31,27.75
753,Larynx cancer,CHE,2019,BTSX,YEARS55-59,628065,3.67,0.58,147.34,23.46
1620,Interpersonal violence,CHE,2019,BTSX,YEARS55-59,628065,3.16,0.5,367.27,58.48
1570,Drowning,CHE,2019,BTSX,YEARS55-59,628065,3.14,0.5,112.8,17.96
1242,Paralytic ileus and intestinal obstruction,CHE,2019,BTSX,YEARS55-59,628065,3.17,0.5,124.04,19.75
754,Thyroid cancer,CHE,2019,BTSX,YEARS55-59,628065,2.95,0.47,129.21,20.57
1560,"Fire, heat and hot substances",CHE,2019,BTSX,YEARS55-59,628065,2.69,0.43,467.38,74.42
200,Acute hepatitis C,CHE,2019,BTSX,YEARS55-59,628065,2.49,0.4,83.69,13.33
110,Diarrhoeal diseases,CHE,2019,BTSX,YEARS55-59,628065,2.47,0.39,215.04,34.24
1330,Skin diseases,CHE,2019,BTSX,YEARS55-59,628065,2.38,0.38,1335.07,212.57
960,Parkinson disease,CHE,2019,BTSX,YEARS55-59,628065,2.05,0.33,202.98,32.32
1190,Asthma,CHE,2019,BTSX,YEARS55-59,628065,2,0.32,1935.18,308.12
1244,Inflammatory bowel disease,CHE,2019,BTSX,YEARS55-59,628065,2,0.32,289.44,46.08
840,Bipolar disorder,CHE,2019,BTSX,YEARS55-59,628065,2.03,0.32,1836.59,292.42
550,Protein-energy malnutrition,CHE,2019,BTSX,YEARS55-59,628065,1.67,0.27,474.42,75.54
1380,Back and neck pain,CHE,2019,BTSX,YEARS55-59,628065,1.62,0.26,10165.14,1618.49
1246,Gallbladder and biliary diseases,CHE,2019,BTSX,YEARS55-59,628065,1.58,0.25,464.91,74.02
1241,Gastritis and duodenitis,CHE,2019,BTSX,YEARS55-59,628065,1.21,0.19,246.55,39.26
190,Acute hepatitis B,CHE,2019,BTSX,YEARS55-59,628065,1.22,0.19,43.26,6.89
742,Testicular cancer,CHE,2019,BTSX,YEARS55-59,628065,1.1,0.18,47.66,7.59
170,Meningitis,CHE,2019,BTSX,YEARS55-59,628065,0.84,0.13,43.55,6.93
1350,Rheumatoid arthritis,CHE,2019,BTSX,YEARS55-59,628065,0.79,0.13,624.59,99.45
1540,Poisonings,CHE,2019,BTSX,YEARS55-59,628065,0.81,0.13,86.89,13.83
295,Echinococcosis,CHE,2019,BTSX,YEARS55-59,628065,0.62,0.1,20.61,3.28
30,Tuberculosis,CHE,2019,BTSX,YEARS55-59,628065,0.42,0.07,18.52,2.95
50,Syphilis,CHE,2019,BTSX,YEARS55-59,628065,0.41,0.07,16.7,2.66
880,Anxiety disorders,CHE,2019,BTSX,YEARS55-59,628065,0.38,0.06,4379.66,697.33
