Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
680,"Trachea, bronchus, lung cancers",CHE,2015,BTSX,YEARS50-54,648965,151.15,23.29,5823.5,897.35
1130,Ischaemic heart disease,CHE,2015,BTSX,YEARS50-54,648965,145.85,22.47,5803.42,894.26
1610,Self-harm,CHE,2015,BTSX,YEARS50-54,648965,131.91,20.33,5215.43,803.65
700,Breast cancer,CHE,2015,BTSX,YEARS50-54,648965,84.44,13.01,3613.42,556.8
650,Colon and rectum cancers,CHE,2015,BTSX,YEARS50-54,648965,76.59,11.8,3074.3,473.72
670,Pancreas cancer,CHE,2015,BTSX,YEARS50-54,648965,60.95,9.39,2335.49,359.88
1230,Cirrhosis of the liver,CHE,2015,BTSX,YEARS50-54,648965,59.13,9.11,2316.57,356.96
1140,Stroke,CHE,2015,BTSX,YEARS50-54,648965,42.81,6.6,2403.94,370.43
660,Liver cancer,CHE,2015,BTSX,YEARS50-54,648965,38.12,5.87,1466.65,226
751,Brain and nervous system cancers,CHE,2015,BTSX,YEARS50-54,648965,35.75,5.51,1404.8,216.47
1550,Falls,CHE,2015,BTSX,YEARS50-54,648965,29.45,4.54,6113.65,942.06
690,Melanoma and other skin cancers,CHE,2015,BTSX,YEARS50-54,648965,26.56,4.09,1121.64,172.84
860,Alcohol use disorders,CHE,2015,BTSX,YEARS50-54,648965,23.88,3.68,3105.46,478.53
640,Stomach cancer,CHE,2015,BTSX,YEARS50-54,648965,22.13,3.41,861.1,132.69
1180,Chronic obstructive pulmonary disease,CHE,2015,BTSX,YEARS50-54,648965,22.13,3.41,2099.88,323.57
620,Mouth and oropharynx cancers,CHE,2015,BTSX,YEARS50-54,648965,20.12,3.1,827.31,127.48
730,Ovary cancer,CHE,2015,BTSX,YEARS50-54,648965,20,3.08,791.39,121.95
760,"Lymphomas, multiple myeloma",CHE,2015,BTSX,YEARS50-54,648965,18.82,2.9,787.2,121.3
870,Drug use disorders,CHE,2015,BTSX,YEARS50-54,648965,16.65,2.57,1433.04,220.82
1400,Congenital anomalies,CHE,2015,BTSX,YEARS50-54,648965,16.29,2.51,950.26,146.43
770,Leukaemia,CHE,2015,BTSX,YEARS50-54,648965,15.47,2.38,641.54,98.86
745,Kidney cancer,CHE,2015,BTSX,YEARS50-54,648965,14.55,2.24,584.72,90.1
1530,Road injury,CHE,2015,BTSX,YEARS50-54,648965,14.51,2.24,1582.63,243.87
800,Diabetes mellitus,CHE,2015,BTSX,YEARS50-54,648965,14.06,2.17,4443.85,684.76
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2015,BTSX,YEARS50-54,648965,13.08,2.02,527.56,81.29
390,Lower respiratory infections,CHE,2015,BTSX,YEARS50-54,648965,13.02,2.01,507.89,78.26
750,Bladder cancer,CHE,2015,BTSX,YEARS50-54,648965,12.22,1.88,508.25,78.32
980,Multiple sclerosis,CHE,2015,BTSX,YEARS50-54,648965,11.84,1.82,798.12,122.98
