Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2019,BTSX,YEARS25-29,558244,48.13,8.62,3078.62,551.48
870,Drug use disorders,CHE,2019,BTSX,YEARS25-29,558244,15.66,2.81,4138.41,741.33
1530,Road injury,CHE,2019,BTSX,YEARS25-29,558244,11.41,2.04,1097.44,196.59
1550,Falls,CHE,2019,BTSX,YEARS25-29,558244,6.82,1.22,2953.14,529.01
751,Brain and nervous system cancers,CHE,2019,BTSX,YEARS25-29,558244,5.66,1.01,371.31,66.51
1400,Congenital anomalies,CHE,2019,BTSX,YEARS25-29,558244,5.1,0.91,727.18,130.26
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2019,BTSX,YEARS25-29,558244,3.63,0.65,236.57,42.38
1570,Drowning,CHE,2019,BTSX,YEARS25-29,558244,3.53,0.63,225.71,40.43
1620,Interpersonal violence,CHE,2019,BTSX,YEARS25-29,558244,2.91,0.52,429.22,76.89
1575,Exposure to mechanical forces,CHE,2019,BTSX,YEARS25-29,558244,2.67,0.48,888.24,159.11
970,Epilepsy,CHE,2019,BTSX,YEARS25-29,558244,2.53,0.45,507.68,90.94
650,Colon and rectum cancers,CHE,2019,BTSX,YEARS25-29,558244,2.38,0.43,155.22,27.81
1130,Ischaemic heart disease,CHE,2019,BTSX,YEARS25-29,558244,2.23,0.4,148.75,26.65
742,Testicular cancer,CHE,2019,BTSX,YEARS25-29,558244,1.49,0.27,121.69,21.8
770,Leukaemia,CHE,2019,BTSX,YEARS25-29,558244,1.47,0.26,117.16,20.99
700,Breast cancer,CHE,2019,BTSX,YEARS25-29,558244,1.29,0.23,95.24,17.06
670,Pancreas cancer,CHE,2019,BTSX,YEARS25-29,558244,1.07,0.19,67.36,12.07
1140,Stroke,CHE,2019,BTSX,YEARS25-29,558244,1.05,0.19,236.75,42.41
660,Liver cancer,CHE,2019,BTSX,YEARS25-29,558244,1.05,0.19,66.66,11.94
420,Maternal conditions,CHE,2019,BTSX,YEARS25-29,558244,0.9,0.16,135.5,24.27
620,Mouth and oropharynx cancers,CHE,2019,BTSX,YEARS25-29,558244,0.73,0.13,47.77,8.56
760,"Lymphomas, multiple myeloma",CHE,2019,BTSX,YEARS25-29,558244,0.7,0.13,64.11,11.48
390,Lower respiratory infections,CHE,2019,BTSX,YEARS25-29,558244,0.73,0.13,50.41,9.03
860,Alcohol use disorders,CHE,2019,BTSX,YEARS25-29,558244,0.66,0.12,3351.45,600.36
640,Stomach cancer,CHE,2019,BTSX,YEARS25-29,558244,0.69,0.12,43.98,7.88
1540,Poisonings,CHE,2019,BTSX,YEARS25-29,558244,0.59,0.11,88.98,15.94
800,Diabetes mellitus,CHE,2019,BTSX,YEARS25-29,558244,0.57,0.1,571.11,102.3
1270,Kidney diseases,CHE,2019,BTSX,YEARS25-29,558244,0.47,0.08,202.03,36.19
850,Schizophrenia,CHE,2019,BTSX,YEARS25-29,558244,0.37,0.07,1336.44,239.4
630,Oesophagus cancer,CHE,2019,BTSX,YEARS25-29,558244,0.38,0.07,23.86,4.27
170,Meningitis,CHE,2019,BTSX,YEARS25-29,558244,0.36,0.06,35.96,6.44
680,"Trachea, bronchus, lung cancers",CHE,2019,BTSX,YEARS25-29,558244,0.33,0.06,21.15,3.79
690,Melanoma and other skin cancers,CHE,2019,BTSX,YEARS25-29,558244,0.33,0.06,40.2,7.2
710,Cervix uteri cancer,CHE,2019,BTSX,YEARS25-29,558244,0.32,0.06,23.66,4.24
720,Corpus uteri cancer,CHE,2019,BTSX,YEARS25-29,558244,0.35,0.06,23,4.12
730,Ovary cancer,CHE,2019,BTSX,YEARS25-29,558244,0.32,0.06,23.11,4.14
1380,Back and neck pain,CHE,2019,BTSX,YEARS25-29,558244,0.36,0.06,4182.78,749.27
1230,Cirrhosis of the liver,CHE,2019,BTSX,YEARS25-29,558244,0.36,0.06,33.75,6.05
1244,Inflammatory bowel disease,CHE,2019,BTSX,YEARS25-29,558244,0.33,0.06,173.67,31.11
1580,Natural disasters,CHE,2019,BTSX,YEARS25-29,558244,0.2,0.04,17.27,3.09
812,Sickle cell disorders and trait,CHE,2019,BTSX,YEARS25-29,558244,0.22,0.04,39.96,7.16
811,Thalassaemias,CHE,2019,BTSX,YEARS25-29,558244,0.1,0.02,54.71,9.8
295,Echinococcosis,CHE,2019,BTSX,YEARS25-29,558244,0.12,0.02,7.36,1.32
320,Rabies,CHE,2019,BTSX,YEARS25-29,558244,0.04,0.01,2.8,0.5
1180,Chronic obstructive pulmonary disease,CHE,2019,BTSX,YEARS25-29,558244,0.08,0.01,236.97,42.45
1630,Collective violence and legal intervention,CHE,2019,BTSX,YEARS25-29,558244,0.06,0.01,4.28,0.77
1470,Oral conditions,CHE,2019,BTSX,YEARS25-29,558244,0,0,925.82,165.85
1505,Sudden infant death syndrome,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1560,"Fire, heat and hot substances",CHE,2019,BTSX,YEARS25-29,558244,0,0,163.35,29.26
830,Depressive disorders,CHE,2019,BTSX,YEARS25-29,558244,0,0,4179.51,748.69
840,Bipolar disorder,CHE,2019,BTSX,YEARS25-29,558244,0,0,1643.61,294.43
1330,Skin diseases,CHE,2019,BTSX,YEARS25-29,558244,0,0,995.55,178.34
1350,Rheumatoid arthritis,CHE,2019,BTSX,YEARS25-29,558244,0,0,112.74,20.2
1360,Osteoarthritis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1370,Gout,CHE,2019,BTSX,YEARS25-29,558244,0,0,17.58,3.15
340,Ascariasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
350,Trichuriasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
360,Hookworm disease,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
362,Food-bourne trematodes,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
365,Leprosy,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
300,Dengue,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
310,Trachoma,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
315,Yellow fever,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
400,Upper respiratory infections,CHE,2019,BTSX,YEARS25-29,558244,0,0,481.99,86.34
410,Otitis media,CHE,2019,BTSX,YEARS25-29,558244,0,0,78.31,14.03
490,Neonatal conditions,CHE,2019,BTSX,YEARS25-29,558244,0,0,910.94,163.18
550,Protein-energy malnutrition,CHE,2019,BTSX,YEARS25-29,558244,0,0,238.98,42.81
560,Iodine deficiency,CHE,2019,BTSX,YEARS25-29,558244,0,0,45.41,8.13
570,Vitamin A deficiency,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
580,Iron-deficiency anaemia,CHE,2019,BTSX,YEARS25-29,558244,0,0,54.51,9.76
180,Encephalitis,CHE,2019,BTSX,YEARS25-29,558244,0,0,8.9,1.59
186,Acute hepatitis A,CHE,2019,BTSX,YEARS25-29,558244,0,0,12.71,2.28
190,Acute hepatitis B,CHE,2019,BTSX,YEARS25-29,558244,0,0,2.53,0.45
200,Acute hepatitis C,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.2,0.04
205,Acute hepatitis E,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.52,0.09
220,Malaria,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
230,African trypanosomiasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
240,Chagas disease,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.33,0.06
250,Schistosomiasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
260,Leishmaniasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
270,Lymphatic filariasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
280,Onchocerciasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
285,Cysticercosis,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1190,Asthma,CHE,2019,BTSX,YEARS25-29,558244,0,0,1424.25,255.13
1220,Peptic ulcer disease,CHE,2019,BTSX,YEARS25-29,558244,0,0,6.69,1.2
1240,Appendicitis,CHE,2019,BTSX,YEARS25-29,558244,0,0,34.15,6.12
1241,Gastritis and duodenitis,CHE,2019,BTSX,YEARS25-29,558244,0,0,46.33,8.3
1242,Paralytic ileus and intestinal obstruction,CHE,2019,BTSX,YEARS25-29,558244,0,0,3.53,0.63
1246,Gallbladder and biliary diseases,CHE,2019,BTSX,YEARS25-29,558244,0,0,78.22,14.01
1248,Pancreatitis,CHE,2019,BTSX,YEARS25-29,558244,0,0,5.29,0.95
1280,Benign prostatic hyperplasia,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1290,Urolithiasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,17.88,3.2
1310,Infertility,CHE,2019,BTSX,YEARS25-29,558244,0,0,397.52,71.21
1320,Gynecological diseases,CHE,2019,BTSX,YEARS25-29,558244,0,0,5374.58,962.77
30,Tuberculosis,CHE,2019,BTSX,YEARS25-29,558244,0,0,21.84,3.91
50,Syphilis,CHE,2019,BTSX,YEARS25-29,558244,0,0,1.29,0.23
60,Chlamydia,CHE,2019,BTSX,YEARS25-29,558244,0,0,9.93,1.78
70,Gonorrhoea,CHE,2019,BTSX,YEARS25-29,558244,0,0,2.88,0.52
80,Trichomoniasis,CHE,2019,BTSX,YEARS25-29,558244,0,0,10.28,1.84
85,Genital herpes,CHE,2019,BTSX,YEARS25-29,558244,0,0,15.4,2.76
100,HIV/AIDS,CHE,2019,BTSX,YEARS25-29,558244,0,0,50.16,8.99
110,Diarrhoeal diseases,CHE,2019,BTSX,YEARS25-29,558244,0,0,175.44,31.43
130,Whooping cough,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.07,0.01
140,Diphtheria,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
150,Measles,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
160,Tetanus,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
740,Prostate cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,1.93,0.35
745,Kidney cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,1.59,0.28
750,Bladder cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,1.09,0.2
752,Gallbladder and biliary tract cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.06,0.01
753,Larynx cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,1.07,0.19
754,Thyroid cancer,CHE,2019,BTSX,YEARS25-29,558244,0,0,5.45,0.98
755,Mesothelioma,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.06,0.01
980,Multiple sclerosis,CHE,2019,BTSX,YEARS25-29,558244,0,0,99.63,17.85
990,Migraine,CHE,2019,BTSX,YEARS25-29,558244,0,0,3180.99,569.82
1000,Non-migraine headache,CHE,2019,BTSX,YEARS25-29,558244,0,0,427.3,76.54
1030,Glaucoma,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1040,Cataracts,CHE,2019,BTSX,YEARS25-29,558244,0,0,3.78,0.68
1050,Uncorrected refractive errors,CHE,2019,BTSX,YEARS25-29,558244,0,0,1210.37,216.82
1060,Macular degeneration,CHE,2019,BTSX,YEARS25-29,558244,0,0,0,0
1070,Other vision loss,CHE,2019,BTSX,YEARS25-29,558244,0,0,68.8,12.32
1080,Other hearing loss,CHE,2019,BTSX,YEARS25-29,558244,0,0,486.31,87.11
1110,Rheumatic heart disease,CHE,2019,BTSX,YEARS25-29,558244,0,0,2.51,0.45
1120,Hypertensive heart disease,CHE,2019,BTSX,YEARS25-29,558244,0,0,0.46,0.08
880,Anxiety disorders,CHE,2019,BTSX,YEARS25-29,558244,0,0,4587.6,821.79
890,Eating disorders,CHE,2019,BTSX,YEARS25-29,558244,0,0,1447.48,259.29
900,Autism and Asperger syndrome,CHE,2019,BTSX,YEARS25-29,558244,0,0,500.79,89.71
910,Childhood behavioural disorders,CHE,2019,BTSX,YEARS25-29,558244,0,0,98.89,17.71
920,Idiopathic intellectual disability,CHE,2019,BTSX,YEARS25-29,558244,0,0,162.24,29.06
