Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
680,"Trachea, bronchus, lung cancers",CHE,2015,BTSX,YEARS55-59,545685,288.62,52.89,9724.44,1782.06
1130,Ischaemic heart disease,CHE,2015,BTSX,YEARS55-59,545685,239.48,43.89,8334.84,1527.41
1610,Self-harm,CHE,2015,BTSX,YEARS55-59,545685,118.35,21.69,4120.72,755.15
700,Breast cancer,CHE,2015,BTSX,YEARS55-59,545685,113.7,20.84,4195,768.76
670,Pancreas cancer,CHE,2015,BTSX,YEARS55-59,545685,92.26,16.91,3096.24,567.4
650,Colon and rectum cancers,CHE,2015,BTSX,YEARS55-59,545685,80.69,14.79,2893.02,530.16
1230,Cirrhosis of the liver,CHE,2015,BTSX,YEARS55-59,545685,73.46,13.46,2515.36,460.95
751,Brain and nervous system cancers,CHE,2015,BTSX,YEARS55-59,545685,62.02,11.37,2114.33,387.46
660,Liver cancer,CHE,2015,BTSX,YEARS55-59,545685,53.65,9.83,1808.23,331.37
1180,Chronic obstructive pulmonary disease,CHE,2015,BTSX,YEARS55-59,545685,53.58,9.82,3312.62,607.06
620,Mouth and oropharynx cancers,CHE,2015,BTSX,YEARS55-59,545685,51.02,9.35,1783.7,326.87
630,Oesophagus cancer,CHE,2015,BTSX,YEARS55-59,545685,43.24,7.92,1461.03,267.74
1140,Stroke,CHE,2015,BTSX,YEARS55-59,545685,42.25,7.74,2294.37,420.46
640,Stomach cancer,CHE,2015,BTSX,YEARS55-59,545685,42.23,7.74,1433.15,262.63
760,"Lymphomas, multiple myeloma",CHE,2015,BTSX,YEARS55-59,545685,32.14,5.89,1162.65,213.06
730,Ovary cancer,CHE,2015,BTSX,YEARS55-59,545685,30.66,5.62,1055.25,193.38
690,Melanoma and other skin cancers,CHE,2015,BTSX,YEARS55-59,545685,29.82,5.46,1096.62,200.96
860,Alcohol use disorders,CHE,2015,BTSX,YEARS55-59,545685,28.17,5.16,2853.88,522.99
800,Diabetes mellitus,CHE,2015,BTSX,YEARS55-59,545685,26.34,4.83,5680.53,1040.99
1550,Falls,CHE,2015,BTSX,YEARS55-59,545685,23.78,4.36,5562.94,1019.44
770,Leukaemia,CHE,2015,BTSX,YEARS55-59,545685,18.82,3.45,688.31,126.14
1400,Congenital anomalies,CHE,2015,BTSX,YEARS55-59,545685,18.25,3.34,857.05,157.06
740,Prostate cancer,CHE,2015,BTSX,YEARS55-59,545685,17.84,3.27,866.57,158.8
390,Lower respiratory infections,CHE,2015,BTSX,YEARS55-59,545685,17.36,3.18,590.68,108.25
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2015,BTSX,YEARS55-59,545685,16.21,2.97,577.06,105.75
1530,Road injury,CHE,2015,BTSX,YEARS55-59,545685,16.02,2.94,1498.07,274.53
1270,Kidney diseases,CHE,2015,BTSX,YEARS55-59,545685,15.63,2.86,1035.11,189.69
980,Multiple sclerosis,CHE,2015,BTSX,YEARS55-59,545685,14.03,2.57,752.34,137.87
745,Kidney cancer,CHE,2015,BTSX,YEARS55-59,545685,13.27,2.43,473.53,86.78
1248,Pancreatitis,CHE,2015,BTSX,YEARS55-59,545685,12.96,2.37,459.65,84.23
720,Corpus uteri cancer,CHE,2015,BTSX,YEARS55-59,545685,12.39,2.27,475.64,87.16
750,Bladder cancer,CHE,2015,BTSX,YEARS55-59,545685,12.16,2.23,471.33,86.37
970,Epilepsy,CHE,2015,BTSX,YEARS55-59,545685,11.92,2.18,753.77,138.13
752,Gallbladder and biliary tract cancer,CHE,2015,BTSX,YEARS55-59,545685,11.06,2.03,372.82,68.32
870,Drug use disorders,CHE,2015,BTSX,YEARS55-59,545685,10.04,1.84,800.51,146.7
950,Alzheimer disease and other dementias,CHE,2015,BTSX,YEARS55-59,545685,9.74,1.78,717.41,131.47
755,Mesothelioma,CHE,2015,BTSX,YEARS55-59,545685,7.76,1.42,266.94,48.92
100,HIV/AIDS,CHE,2015,BTSX,YEARS55-59,545685,7.55,1.38,472.17,86.53
