Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2010,BTSX,YEARS40-44,643381,90.88,14.13,4521.32,702.74
1130,Ischaemic heart disease,CHE,2010,BTSX,YEARS40-44,643381,61.79,9.6,3022.35,469.76
700,Breast cancer,CHE,2010,BTSX,YEARS40-44,643381,46.22,7.18,2467.12,383.46
680,"Trachea, bronchus, lung cancers",CHE,2010,BTSX,YEARS40-44,643381,39.24,6.1,1892.19,294.1
870,Drug use disorders,CHE,2010,BTSX,YEARS40-44,643381,37.74,5.87,3215.33,499.76
1530,Road injury,CHE,2010,BTSX,YEARS40-44,643381,20.89,3.25,1905.32,296.14
1230,Cirrhosis of the liver,CHE,2010,BTSX,YEARS40-44,643381,19.24,2.99,955.66,148.54
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2010,BTSX,YEARS40-44,643381,16.7,2.6,806.32,125.33
640,Stomach cancer,CHE,2010,BTSX,YEARS40-44,643381,16.51,2.57,798.48,124.11
751,Brain and nervous system cancers,CHE,2010,BTSX,YEARS40-44,643381,15.55,2.42,775.96,120.61
650,Colon and rectum cancers,CHE,2010,BTSX,YEARS40-44,643381,15.29,2.38,785.17,122.04
690,Melanoma and other skin cancers,CHE,2010,BTSX,YEARS40-44,643381,15.2,2.36,795.92,123.71
670,Pancreas cancer,CHE,2010,BTSX,YEARS40-44,643381,14.13,2.2,679.49,105.61
760,"Lymphomas, multiple myeloma",CHE,2010,BTSX,YEARS40-44,643381,13.28,2.06,665.59,103.45
860,Alcohol use disorders,CHE,2010,BTSX,YEARS40-44,643381,10.52,1.64,3313.17,514.96
1575,Exposure to mechanical forces,CHE,2010,BTSX,YEARS40-44,643381,9.13,1.42,1929.57,299.91
770,Leukaemia,CHE,2010,BTSX,YEARS40-44,643381,8.91,1.38,459.24,71.38
730,Ovary cancer,CHE,2010,BTSX,YEARS40-44,643381,8.39,1.3,417.31,64.86
710,Cervix uteri cancer,CHE,2010,BTSX,YEARS40-44,643381,8.39,1.3,423.15,65.77
1550,Falls,CHE,2010,BTSX,YEARS40-44,643381,8.15,1.27,4892.01,760.36
660,Liver cancer,CHE,2010,BTSX,YEARS40-44,643381,7.77,1.21,375.24,58.32
1140,Stroke,CHE,2010,BTSX,YEARS40-44,643381,7.36,1.14,781.59,121.48
1400,Congenital anomalies,CHE,2010,BTSX,YEARS40-44,643381,6.68,1.04,705.74,109.69
100,HIV/AIDS,CHE,2010,BTSX,YEARS40-44,643381,6.58,1.02,530.32,82.43
1620,Interpersonal violence,CHE,2010,BTSX,YEARS40-44,643381,5.15,0.8,518.07,80.52
800,Diabetes mellitus,CHE,2010,BTSX,YEARS40-44,643381,4.68,0.73,1601.88,248.98
620,Mouth and oropharynx cancers,CHE,2010,BTSX,YEARS40-44,643381,4.54,0.71,236.89,36.82
630,Oesophagus cancer,CHE,2010,BTSX,YEARS40-44,643381,3.41,0.53,166.36,25.86
750,Bladder cancer,CHE,2010,BTSX,YEARS40-44,643381,3.32,0.52,166.7,25.91
745,Kidney cancer,CHE,2010,BTSX,YEARS40-44,643381,3.23,0.5,167.23,25.99
970,Epilepsy,CHE,2010,BTSX,YEARS40-44,643381,3.09,0.48,507.85,78.93
980,Multiple sclerosis,CHE,2010,BTSX,YEARS40-44,643381,3.09,0.48,458.23,71.22
1570,Drowning,CHE,2010,BTSX,YEARS40-44,643381,3.04,0.47,151.76,23.59
30,Tuberculosis,CHE,2010,BTSX,YEARS40-44,643381,2.24,0.35,123.43,19.18
390,Lower respiratory infections,CHE,2010,BTSX,YEARS40-44,643381,2.16,0.34,110.45,17.17
753,Larynx cancer,CHE,2010,BTSX,YEARS40-44,643381,2.18,0.34,109.27,16.98
755,Mesothelioma,CHE,2010,BTSX,YEARS40-44,643381,2.1,0.33,101.12,15.72
740,Prostate cancer,CHE,2010,BTSX,YEARS40-44,643381,1.14,0.18,60.89,9.46
742,Testicular cancer,CHE,2010,BTSX,YEARS40-44,643381,1.14,0.18,78.76,12.24
110,Diarrhoeal diseases,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,228.33,35.49
200,Acute hepatitis C,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,52.05,8.09
170,Meningitis,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,62.58,9.73
950,Alzheimer disease and other dementias,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,69.16,10.75
1242,Paralytic ileus and intestinal obstruction,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,61.56,9.57
1248,Pancreatitis,CHE,2010,BTSX,YEARS40-44,643381,1.08,0.17,71.35,11.09
1240,Appendicitis,CHE,2010,BTSX,YEARS40-44,643381,1.01,0.16,68.03,10.57
1110,Rheumatic heart disease,CHE,2010,BTSX,YEARS40-44,643381,1.01,0.16,53.25,8.28
1180,Chronic obstructive pulmonary disease,CHE,2010,BTSX,YEARS40-44,643381,1.01,0.16,598.48,93.02
1580,Natural disasters,CHE,2010,BTSX,YEARS40-44,643381,1.06,0.16,55.98,8.7
1540,Poisonings,CHE,2010,BTSX,YEARS40-44,643381,1.01,0.16,106.97,16.63
1270,Kidney diseases,CHE,2010,BTSX,YEARS40-44,643381,0.66,0.1,342.06,53.17
420,Maternal conditions,CHE,2010,BTSX,YEARS40-44,643381,0.56,0.09,44.61,6.93
295,Echinococcosis,CHE,2010,BTSX,YEARS40-44,643381,0.48,0.07,23.21,3.61
812,Sickle cell disorders and trait,CHE,2010,BTSX,YEARS40-44,643381,0.18,0.03,11.18,1.74
1630,Collective violence and legal intervention,CHE,2010,BTSX,YEARS40-44,643381,0.06,0.01,4.91,0.76
1560,"Fire, heat and hot substances",CHE,2010,BTSX,YEARS40-44,643381,0,0,342.31,53.2
1280,Benign prostatic hyperplasia,CHE,2010,BTSX,YEARS40-44,643381,0,0,6.73,1.05
1290,Urolithiasis,CHE,2010,BTSX,YEARS40-44,643381,0,0,71.41,11.1
1310,Infertility,CHE,2010,BTSX,YEARS40-44,643381,0,0,953.26,148.16
1320,Gynecological diseases,CHE,2010,BTSX,YEARS40-44,643381,0,0,6393.72,993.77
1330,Skin diseases,CHE,2010,BTSX,YEARS40-44,643381,0,0,1121.82,174.36
1350,Rheumatoid arthritis,CHE,2010,BTSX,YEARS40-44,643381,0,0,276.2,42.93
1360,Osteoarthritis,CHE,2010,BTSX,YEARS40-44,643381,0,0,1097.02,170.51
1370,Gout,CHE,2010,BTSX,YEARS40-44,643381,0,0,117.05,18.19
1380,Back and neck pain,CHE,2010,BTSX,YEARS40-44,643381,0,0,10394.36,1615.58
1241,Gastritis and duodenitis,CHE,2010,BTSX,YEARS40-44,643381,0,0,82.55,12.83
1244,Inflammatory bowel disease,CHE,2010,BTSX,YEARS40-44,643381,0,0,217.56,33.82
1246,Gallbladder and biliary diseases,CHE,2010,BTSX,YEARS40-44,643381,0,0,418.02,64.97
1470,Oral conditions,CHE,2010,BTSX,YEARS40-44,643381,0,0,1807.69,280.97
