Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2015,BTSX,YEARS40-44,588450,78.42,13.33,3880.86,659.51
1130,Ischaemic heart disease,CHE,2015,BTSX,YEARS40-44,588450,39.74,6.75,1961.92,333.4
870,Drug use disorders,CHE,2015,BTSX,YEARS40-44,588450,28.93,4.92,2722.24,462.61
700,Breast cancer,CHE,2015,BTSX,YEARS40-44,588450,24.34,4.14,1345.19,228.6
751,Brain and nervous system cancers,CHE,2015,BTSX,YEARS40-44,588450,20.48,3.48,1007.56,171.22
680,"Trachea, bronchus, lung cancers",CHE,2015,BTSX,YEARS40-44,588450,20.34,3.46,983.58,167.15
650,Colon and rectum cancers,CHE,2015,BTSX,YEARS40-44,588450,18.6,3.16,931.4,158.28
1230,Cirrhosis of the liver,CHE,2015,BTSX,YEARS40-44,588450,17.24,2.93,852.79,144.92
1140,Stroke,CHE,2015,BTSX,YEARS40-44,588450,16.37,2.78,1154.31,196.16
860,Alcohol use disorders,CHE,2015,BTSX,YEARS40-44,588450,12.74,2.17,3100.48,526.89
690,Melanoma and other skin cancers,CHE,2015,BTSX,YEARS40-44,588450,10.6,1.8,562.76,95.63
1400,Congenital anomalies,CHE,2015,BTSX,YEARS40-44,588450,9.77,1.66,828.06,140.72
760,"Lymphomas, multiple myeloma",CHE,2015,BTSX,YEARS40-44,588450,7.15,1.22,366.31,62.25
630,Oesophagus cancer,CHE,2015,BTSX,YEARS40-44,588450,7.02,1.19,338.66,57.55
1530,Road injury,CHE,2015,BTSX,YEARS40-44,588450,6.78,1.15,1048.66,178.21
1550,Falls,CHE,2015,BTSX,YEARS40-44,588450,6.41,1.09,3916.02,665.48
640,Stomach cancer,CHE,2015,BTSX,YEARS40-44,588450,6.04,1.03,295.32,50.19
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2015,BTSX,YEARS40-44,588450,5.76,0.98,282.77,48.05
730,Ovary cancer,CHE,2015,BTSX,YEARS40-44,588450,5.36,0.91,270.05,45.89
710,Cervix uteri cancer,CHE,2015,BTSX,YEARS40-44,588450,4.98,0.85,254.31,43.22
800,Diabetes mellitus,CHE,2015,BTSX,YEARS40-44,588450,4.97,0.84,1777.33,302.04
620,Mouth and oropharynx cancers,CHE,2015,BTSX,YEARS40-44,588450,4.94,0.84,251.37,42.72
770,Leukaemia,CHE,2015,BTSX,YEARS40-44,588450,4.81,0.82,254.8,43.3
660,Liver cancer,CHE,2015,BTSX,YEARS40-44,588450,4.64,0.79,224.65,38.18
670,Pancreas cancer,CHE,2015,BTSX,YEARS40-44,588450,4.55,0.77,220.32,37.44
1620,Interpersonal violence,CHE,2015,BTSX,YEARS40-44,588450,4.25,0.72,427.3,72.61
980,Multiple sclerosis,CHE,2015,BTSX,YEARS40-44,588450,3.37,0.57,446.33,75.85
1570,Drowning,CHE,2015,BTSX,YEARS40-44,588450,3.09,0.53,153.33,26.06
1575,Exposure to mechanical forces,CHE,2015,BTSX,YEARS40-44,588450,3.09,0.53,1332.38,226.42
745,Kidney cancer,CHE,2015,BTSX,YEARS40-44,588450,2.47,0.42,128.32,21.81
390,Lower respiratory infections,CHE,2015,BTSX,YEARS40-44,588450,2.33,0.4,118.07,20.06
100,HIV/AIDS,CHE,2015,BTSX,YEARS40-44,588450,2.32,0.39,265.89,45.18
970,Epilepsy,CHE,2015,BTSX,YEARS40-44,588450,2.29,0.39,426.13,72.42
1180,Chronic obstructive pulmonary disease,CHE,2015,BTSX,YEARS40-44,588450,2.17,0.37,588.82,100.06
1560,"Fire, heat and hot substances",CHE,2015,BTSX,YEARS40-44,588450,2.06,0.35,390.28,66.32
1270,Kidney diseases,CHE,2015,BTSX,YEARS40-44,588450,2.06,0.35,412.4,70.08
720,Corpus uteri cancer,CHE,2015,BTSX,YEARS40-44,588450,1.66,0.28,87.1,14.8
752,Gallbladder and biliary tract cancer,CHE,2015,BTSX,YEARS40-44,588450,1.23,0.21,59.91,10.18
850,Schizophrenia,CHE,2015,BTSX,YEARS40-44,588450,1.17,0.2,2251.91,382.69
200,Acute hepatitis C,CHE,2015,BTSX,YEARS40-44,588450,1.17,0.2,56.02,9.52
950,Alzheimer disease and other dementias,CHE,2015,BTSX,YEARS40-44,588450,1.17,0.2,71.5,12.15
170,Meningitis,CHE,2015,BTSX,YEARS40-44,588450,1.12,0.19,64.8,11.01
1330,Skin diseases,CHE,2015,BTSX,YEARS40-44,588450,1.12,0.19,1080.39,183.6
1110,Rheumatic heart disease,CHE,2015,BTSX,YEARS40-44,588450,1.12,0.19,58.61,9.96
750,Bladder cancer,CHE,2015,BTSX,YEARS40-44,588450,1.11,0.19,59.19,10.06
550,Protein-energy malnutrition,CHE,2015,BTSX,YEARS40-44,588450,1.12,0.19,350.46,59.56
1540,Poisonings,CHE,2015,BTSX,YEARS40-44,588450,1.03,0.18,103.65,17.61
1580,Natural disasters,CHE,2015,BTSX,YEARS40-44,588450,1.07,0.18,56.95,9.68
420,Maternal conditions,CHE,2015,BTSX,YEARS40-44,588450,0.44,0.07,41.86,7.11
295,Echinococcosis,CHE,2015,BTSX,YEARS40-44,588450,0.28,0.05,13.43,2.28
812,Sickle cell disorders and trait,CHE,2015,BTSX,YEARS40-44,588450,0.26,0.04,14.14,2.4
1630,Collective violence and legal intervention,CHE,2015,BTSX,YEARS40-44,588450,0.06,0.01,4.56,0.77
1470,Oral conditions,CHE,2015,BTSX,YEARS40-44,588450,0,0,1811.54,307.85
1280,Benign prostatic hyperplasia,CHE,2015,BTSX,YEARS40-44,588450,0,0,6.03,1.02
1290,Urolithiasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,61.27,10.41
1310,Infertility,CHE,2015,BTSX,YEARS40-44,588450,0,0,899.06,152.78
1320,Gynecological diseases,CHE,2015,BTSX,YEARS40-44,588450,0,0,5892.58,1001.37
1350,Rheumatoid arthritis,CHE,2015,BTSX,YEARS40-44,588450,0,0,255.86,43.48
1360,Osteoarthritis,CHE,2015,BTSX,YEARS40-44,588450,0,0,1016.35,172.72
1370,Gout,CHE,2015,BTSX,YEARS40-44,588450,0,0,108.59,18.45
1380,Back and neck pain,CHE,2015,BTSX,YEARS40-44,588450,0,0,9558.47,1624.35
742,Testicular cancer,CHE,2015,BTSX,YEARS40-44,588450,0,0,19.32,3.28
300,Dengue,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
310,Trachoma,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
315,Yellow fever,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
320,Rabies,CHE,2015,BTSX,YEARS40-44,588450,0.02,0,0.8,0.14
340,Ascariasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
350,Trichuriasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
360,Hookworm disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
362,Food-bourne trematodes,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
365,Leprosy,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
490,Neonatal conditions,CHE,2015,BTSX,YEARS40-44,588450,0,0,918.47,156.08
400,Upper respiratory infections,CHE,2015,BTSX,YEARS40-44,588450,0,0,461.11,78.36
410,Otitis media,CHE,2015,BTSX,YEARS40-44,588450,0,0,89.61,15.23
180,Encephalitis,CHE,2015,BTSX,YEARS40-44,588450,0,0,12.08,2.05
186,Acute hepatitis A,CHE,2015,BTSX,YEARS40-44,588450,0,0,13.19,2.24
190,Acute hepatitis B,CHE,2015,BTSX,YEARS40-44,588450,0,0,3.74,0.64
205,Acute hepatitis E,CHE,2015,BTSX,YEARS40-44,588450,0,0,0.65,0.11
220,Malaria,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
230,African trypanosomiasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
240,Chagas disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,0.98,0.17
250,Schistosomiasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
260,Leishmaniasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
270,Lymphatic filariasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
280,Onchocerciasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
285,Cysticercosis,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
110,Diarrhoeal diseases,CHE,2015,BTSX,YEARS40-44,588450,0,0,156.55,26.6
130,Whooping cough,CHE,2015,BTSX,YEARS40-44,588450,0,0,0.07,0.01
140,Diphtheria,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
150,Measles,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
160,Tetanus,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
30,Tuberculosis,CHE,2015,BTSX,YEARS40-44,588450,0,0,12.86,2.19
50,Syphilis,CHE,2015,BTSX,YEARS40-44,588450,0,0,2.65,0.45
60,Chlamydia,CHE,2015,BTSX,YEARS40-44,588450,0,0,20.85,3.54
70,Gonorrhoea,CHE,2015,BTSX,YEARS40-44,588450,0,0,5.63,0.96
80,Trichomoniasis,CHE,2015,BTSX,YEARS40-44,588450,0,0,13.24,2.25
85,Genital herpes,CHE,2015,BTSX,YEARS40-44,588450,0,0,24.97,4.24
1505,Sudden infant death syndrome,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
1120,Hypertensive heart disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,2.62,0.45
1240,Appendicitis,CHE,2015,BTSX,YEARS40-44,588450,0,0,18.6,3.16
1241,Gastritis and duodenitis,CHE,2015,BTSX,YEARS40-44,588450,0,0,84.96,14.44
1242,Paralytic ileus and intestinal obstruction,CHE,2015,BTSX,YEARS40-44,588450,0,0,8.6,1.46
1244,Inflammatory bowel disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,201.66,34.27
1246,Gallbladder and biliary diseases,CHE,2015,BTSX,YEARS40-44,588450,0,0,303.79,51.63
1248,Pancreatitis,CHE,2015,BTSX,YEARS40-44,588450,0,0,18.23,3.1
960,Parkinson disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,21.2,3.6
1190,Asthma,CHE,2015,BTSX,YEARS40-44,588450,0,0,1495.97,254.22
1220,Peptic ulcer disease,CHE,2015,BTSX,YEARS40-44,588450,0,0,16.11,2.74
990,Migraine,CHE,2015,BTSX,YEARS40-44,588450,0,0,3623.05,615.69
1000,Non-migraine headache,CHE,2015,BTSX,YEARS40-44,588450,0,0,716.43,121.75
1030,Glaucoma,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
1040,Cataracts,CHE,2015,BTSX,YEARS40-44,588450,0,0,40.3,6.85
1050,Uncorrected refractive errors,CHE,2015,BTSX,YEARS40-44,588450,0,0,1369.95,232.81
1060,Macular degeneration,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
1070,Other vision loss,CHE,2015,BTSX,YEARS40-44,588450,0,0,112.17,19.06
1080,Other hearing loss,CHE,2015,BTSX,YEARS40-44,588450,0,0,827.32,140.59
830,Depressive disorders,CHE,2015,BTSX,YEARS40-44,588450,0,0,5897.97,1002.29
840,Bipolar disorder,CHE,2015,BTSX,YEARS40-44,588450,0,0,1622.31,275.69
880,Anxiety disorders,CHE,2015,BTSX,YEARS40-44,588450,0,0,4206.67,714.87
890,Eating disorders,CHE,2015,BTSX,YEARS40-44,588450,0,0,702.55,119.39
900,Autism and Asperger syndrome,CHE,2015,BTSX,YEARS40-44,588450,0,0,474.28,80.6
910,Childhood behavioural disorders,CHE,2015,BTSX,YEARS40-44,588450,0,0,55.76,9.48
920,Idiopathic intellectual disability,CHE,2015,BTSX,YEARS40-44,588450,0,0,157.26,26.72
753,Larynx cancer,CHE,2015,BTSX,YEARS40-44,588450,0,0,3.61,0.61
754,Thyroid cancer,CHE,2015,BTSX,YEARS40-44,588450,0,0,13.31,2.26
755,Mesothelioma,CHE,2015,BTSX,YEARS40-44,588450,0,0,0.59,0.1
811,Thalassaemias,CHE,2015,BTSX,YEARS40-44,588450,0.01,0,8.2,1.39
560,Iodine deficiency,CHE,2015,BTSX,YEARS40-44,588450,0,0,52.16,8.86
570,Vitamin A deficiency,CHE,2015,BTSX,YEARS40-44,588450,0,0,0,0
580,Iron-deficiency anaemia,CHE,2015,BTSX,YEARS40-44,588450,0,0,219.6,37.32
740,Prostate cancer,CHE,2015,BTSX,YEARS40-44,588450,0,0,5.63,0.96
