Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2015,BTSX,YEARS35-39,556711,59.63,10.71,3250.52,583.88
870,Drug use disorders,CHE,2015,BTSX,YEARS35-39,556711,29.33,5.27,3227.4,579.73
770,Leukaemia,CHE,2015,BTSX,YEARS35-39,556711,13.61,2.44,744.47,133.73
700,Breast cancer,CHE,2015,BTSX,YEARS35-39,556711,12.84,2.31,764.42,137.31
1530,Road injury,CHE,2015,BTSX,YEARS35-39,556711,11.13,2,1181.78,212.28
680,"Trachea, bronchus, lung cancers",CHE,2015,BTSX,YEARS35-39,556711,10.14,1.82,539.58,96.92
1130,Ischaemic heart disease,CHE,2015,BTSX,YEARS35-39,556711,9.63,1.73,538.65,96.76
1230,Cirrhosis of the liver,CHE,2015,BTSX,YEARS35-39,556711,8.75,1.57,478.23,85.9
760,"Lymphomas, multiple myeloma",CHE,2015,BTSX,YEARS35-39,556711,8.13,1.46,449.08,80.67
650,Colon and rectum cancers,CHE,2015,BTSX,YEARS35-39,556711,7.87,1.41,435.11,78.16
1400,Congenital anomalies,CHE,2015,BTSX,YEARS35-39,556711,7.77,1.4,770.14,138.34
751,Brain and nervous system cancers,CHE,2015,BTSX,YEARS35-39,556711,6.93,1.24,388.78,69.84
1550,Falls,CHE,2015,BTSX,YEARS35-39,556711,5.88,1.06,3379.89,607.12
690,Melanoma and other skin cancers,CHE,2015,BTSX,YEARS35-39,556711,5.61,1.01,333.28,59.87
1140,Stroke,CHE,2015,BTSX,YEARS35-39,556711,5.6,1.01,563.89,101.29
860,Alcohol use disorders,CHE,2015,BTSX,YEARS35-39,556711,4.38,0.79,2812.57,505.21
1620,Interpersonal violence,CHE,2015,BTSX,YEARS35-39,556711,3.91,0.7,412.61,74.12
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2015,BTSX,YEARS35-39,556711,3.9,0.7,212.46,38.16
970,Epilepsy,CHE,2015,BTSX,YEARS35-39,556711,3.28,0.59,472.62,84.9
110,Diarrhoeal diseases,CHE,2015,BTSX,YEARS35-39,556711,3.29,0.59,330.8,59.42
730,Ovary cancer,CHE,2015,BTSX,YEARS35-39,556711,3.21,0.58,176.36,31.68
710,Cervix uteri cancer,CHE,2015,BTSX,YEARS35-39,556711,3.21,0.58,182.24,32.74
1270,Kidney diseases,CHE,2015,BTSX,YEARS35-39,556711,2.96,0.53,408.95,73.46
800,Diabetes mellitus,CHE,2015,BTSX,YEARS35-39,556711,2.82,0.51,1155.54,207.57
670,Pancreas cancer,CHE,2015,BTSX,YEARS35-39,556711,2.31,0.41,123.01,22.1
640,Stomach cancer,CHE,2015,BTSX,YEARS35-39,556711,2.27,0.41,122.76,22.05
1330,Skin diseases,CHE,2015,BTSX,YEARS35-39,556711,2.17,0.39,1113.26,199.97
1570,Drowning,CHE,2015,BTSX,YEARS35-39,556711,1.92,0.34,106.29,19.09
620,Mouth and oropharynx cancers,CHE,2015,BTSX,YEARS35-39,556711,1.2,0.22,70.29,12.63
745,Kidney cancer,CHE,2015,BTSX,YEARS35-39,556711,1.2,0.22,68.23,12.26
750,Bladder cancer,CHE,2015,BTSX,YEARS35-39,556711,1.2,0.22,66.84,12.01
754,Thyroid cancer,CHE,2015,BTSX,YEARS35-39,556711,1.2,0.22,71.53,12.85
100,HIV/AIDS,CHE,2015,BTSX,YEARS35-39,556711,1.16,0.21,199.01,35.75
1180,Chronic obstructive pulmonary disease,CHE,2015,BTSX,YEARS35-39,556711,1.19,0.21,422.72,75.93
1190,Asthma,CHE,2015,BTSX,YEARS35-39,556711,1.1,0.2,1399.59,251.4
1248,Pancreatitis,CHE,2015,BTSX,YEARS35-39,556711,1.09,0.2,69.54,12.49
390,Lower respiratory infections,CHE,2015,BTSX,YEARS35-39,556711,1.1,0.2,63.03,11.32
400,Upper respiratory infections,CHE,2015,BTSX,YEARS35-39,556711,1.1,0.2,521.92,93.75
980,Multiple sclerosis,CHE,2015,BTSX,YEARS35-39,556711,1.09,0.2,282.57,50.76
950,Alzheimer disease and other dementias,CHE,2015,BTSX,YEARS35-39,556711,1.09,0.2,57.38,10.31
660,Liver cancer,CHE,2015,BTSX,YEARS35-39,556711,1.07,0.19,57.89,10.4
420,Maternal conditions,CHE,2015,BTSX,YEARS35-39,556711,0.99,0.18,129.85,23.32
1540,Poisonings,CHE,2015,BTSX,YEARS35-39,556711,0.96,0.17,102.07,18.33
1575,Exposure to mechanical forces,CHE,2015,BTSX,YEARS35-39,556711,0.96,0.17,1059.59,190.33
1580,Natural disasters,CHE,2015,BTSX,YEARS35-39,556711,0.97,0.17,56.47,10.14
1560,"Fire, heat and hot substances",CHE,2015,BTSX,YEARS35-39,556711,0.96,0.17,314.19,56.44
295,Echinococcosis,CHE,2015,BTSX,YEARS35-39,556711,0.2,0.04,10.48,1.88
320,Rabies,CHE,2015,BTSX,YEARS35-39,556711,0.03,0.01,1.68,0.3
812,Sickle cell disorders and trait,CHE,2015,BTSX,YEARS35-39,556711,0.08,0.01,38.37,6.89
1630,Collective violence and legal intervention,CHE,2015,BTSX,YEARS35-39,556711,0.05,0.01,4.66,0.84
1470,Oral conditions,CHE,2015,BTSX,YEARS35-39,556711,0,0,1430.32,256.92
1505,Sudden infant death syndrome,CHE,2015,BTSX,YEARS35-39,556711,0,0,0,0
1350,Rheumatoid arthritis,CHE,2015,BTSX,YEARS35-39,556711,0,0,184.42,33.13
1360,Osteoarthritis,CHE,2015,BTSX,YEARS35-39,556711,0,0,359.67,64.61
1370,Gout,CHE,2015,BTSX,YEARS35-39,556711,0,0,67.09,12.05
1380,Back and neck pain,CHE,2015,BTSX,YEARS35-39,556711,0,0,7835.16,1407.4
1320,Gynecological diseases,CHE,2015,BTSX,YEARS35-39,556711,0,0,5787.46,1039.58
1080,Other hearing loss,CHE,2015,BTSX,YEARS35-39,556711,0,0,678.58,121.89
1110,Rheumatic heart disease,CHE,2015,BTSX,YEARS35-39,556711,0,0,3.09,0.56
1120,Hypertensive heart disease,CHE,2015,BTSX,YEARS35-39,556711,0,0,1.28,0.23
1220,Peptic ulcer disease,CHE,2015,BTSX,YEARS35-39,556711,0,0,12.04,2.16
1240,Appendicitis,CHE,2015,BTSX,YEARS35-39,556711,0,0,21.03,3.78
1241,Gastritis and duodenitis,CHE,2015,BTSX,YEARS35-39,556711,0,0,76.08,13.67
