Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2019,BTSX,YEARS20-24,489077,36.17,7.4,2484.09,507.91
1530,Road injury,CHE,2019,BTSX,YEARS20-24,489077,12.82,2.62,1138.9,232.87
870,Drug use disorders,CHE,2019,BTSX,YEARS20-24,489077,9.69,1.98,3323.3,679.5
1550,Falls,CHE,2019,BTSX,YEARS20-24,489077,4.48,0.92,2155.66,440.76
751,Brain and nervous system cancers,CHE,2019,BTSX,YEARS20-24,489077,3.29,0.67,230.93,47.22
1400,Congenital anomalies,CHE,2019,BTSX,YEARS20-24,489077,3.27,0.67,609.72,124.67
970,Epilepsy,CHE,2019,BTSX,YEARS20-24,489077,2.96,0.61,534.49,109.29
1570,Drowning,CHE,2019,BTSX,YEARS20-24,489077,2.79,0.57,191.93,39.24
1620,Interpersonal violence,CHE,2019,BTSX,YEARS20-24,489077,2.17,0.44,417.83,85.43
770,Leukaemia,CHE,2019,BTSX,YEARS20-24,489077,2.03,0.42,164.06,33.54
1575,Exposure to mechanical forces,CHE,2019,BTSX,YEARS20-24,489077,1.97,0.4,640.89,131.04
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2019,BTSX,YEARS20-24,489077,1.45,0.3,105.49,21.57
390,Lower respiratory infections,CHE,2019,BTSX,YEARS20-24,489077,1.28,0.26,90.06,18.41
1560,"Fire, heat and hot substances",CHE,2019,BTSX,YEARS20-24,489077,1.1,0.22,186.76,38.19
680,"Trachea, bronchus, lung cancers",CHE,2019,BTSX,YEARS20-24,489077,1.03,0.21,69.78,14.27
650,Colon and rectum cancers,CHE,2019,BTSX,YEARS20-24,489077,0.97,0.2,68.44,13.99
760,"Lymphomas, multiple myeloma",CHE,2019,BTSX,YEARS20-24,489077,0.94,0.19,81.45,16.65
640,Stomach cancer,CHE,2019,BTSX,YEARS20-24,489077,0.95,0.19,64.61,13.21
1140,Stroke,CHE,2019,BTSX,YEARS20-24,489077,0.67,0.14,162.92,33.31
742,Testicular cancer,CHE,2019,BTSX,YEARS20-24,489077,0.65,0.13,60.82,12.44
1540,Poisonings,CHE,2019,BTSX,YEARS20-24,489077,0.55,0.11,82.44,16.86
1130,Ischaemic heart disease,CHE,2019,BTSX,YEARS20-24,489077,0.43,0.09,31.66,6.47
660,Liver cancer,CHE,2019,BTSX,YEARS20-24,489077,0.37,0.08,25.48,5.21
730,Ovary cancer,CHE,2019,BTSX,YEARS20-24,489077,0.32,0.07,23.74,4.85
690,Melanoma and other skin cancers,CHE,2019,BTSX,YEARS20-24,489077,0.32,0.07,31.63,6.47
700,Breast cancer,CHE,2019,BTSX,YEARS20-24,489077,0.32,0.07,24.17,4.94
745,Kidney cancer,CHE,2019,BTSX,YEARS20-24,489077,0.33,0.07,23.5,4.8
800,Diabetes mellitus,CHE,2019,BTSX,YEARS20-24,489077,0.33,0.07,295.98,60.52
550,Protein-energy malnutrition,CHE,2019,BTSX,YEARS20-24,489077,0.34,0.07,212.25,43.4
850,Schizophrenia,CHE,2019,BTSX,YEARS20-24,489077,0.34,0.07,683.75,139.8
860,Alcohol use disorders,CHE,2019,BTSX,YEARS20-24,489077,0.34,0.07,2933.05,599.71
950,Alzheimer disease and other dementias,CHE,2019,BTSX,YEARS20-24,489077,0.34,0.07,22.67,4.64
670,Pancreas cancer,CHE,2019,BTSX,YEARS20-24,489077,0.34,0.07,22.83,4.67
1230,Cirrhosis of the liver,CHE,2019,BTSX,YEARS20-24,489077,0.32,0.07,31.29,6.4
170,Meningitis,CHE,2019,BTSX,YEARS20-24,489077,0.28,0.06,30.47,6.23
420,Maternal conditions,CHE,2019,BTSX,YEARS20-24,489077,0.23,0.05,43.26,8.85
1580,Natural disasters,CHE,2019,BTSX,YEARS20-24,489077,0.17,0.03,15.14,3.1
295,Echinococcosis,CHE,2019,BTSX,YEARS20-24,489077,0.09,0.02,5.92,1.21
320,Rabies,CHE,2019,BTSX,YEARS20-24,489077,0.11,0.02,7.34,1.5
811,Thalassaemias,CHE,2019,BTSX,YEARS20-24,489077,0.04,0.01,7.95,1.63
812,Sickle cell disorders and trait,CHE,2019,BTSX,YEARS20-24,489077,0.06,0.01,7.26,1.48
1630,Collective violence and legal intervention,CHE,2019,BTSX,YEARS20-24,489077,0.05,0.01,4.01,0.82
1350,Rheumatoid arthritis,CHE,2019,BTSX,YEARS20-24,489077,0,0,72.88,14.9
1360,Osteoarthritis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
1370,Gout,CHE,2019,BTSX,YEARS20-24,489077,0,0,4.85,0.99
1380,Back and neck pain,CHE,2019,BTSX,YEARS20-24,489077,0,0,3015.34,616.54
960,Parkinson disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.29,0.06
1180,Chronic obstructive pulmonary disease,CHE,2019,BTSX,YEARS20-24,489077,0.01,0,146.98,30.05
1190,Asthma,CHE,2019,BTSX,YEARS20-24,489077,0,0,1332.81,272.52
1220,Peptic ulcer disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,3.92,0.8
1470,Oral conditions,CHE,2019,BTSX,YEARS20-24,489077,0,0,615.35,125.82
1505,Sudden infant death syndrome,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
830,Depressive disorders,CHE,2019,BTSX,YEARS20-24,489077,0,0,3814.57,779.95
840,Bipolar disorder,CHE,2019,BTSX,YEARS20-24,489077,0,0,1493.36,305.34
880,Anxiety disorders,CHE,2019,BTSX,YEARS20-24,489077,0,0,4308.79,881
890,Eating disorders,CHE,2019,BTSX,YEARS20-24,489077,0,0,1289.95,263.75
900,Autism and Asperger syndrome,CHE,2019,BTSX,YEARS20-24,489077,0,0,454.38,92.91
910,Childhood behavioural disorders,CHE,2019,BTSX,YEARS20-24,489077,0,0,118.08,24.14
920,Idiopathic intellectual disability,CHE,2019,BTSX,YEARS20-24,489077,0,0,148.23,30.31
980,Multiple sclerosis,CHE,2019,BTSX,YEARS20-24,489077,0,0,42.62,8.71
990,Migraine,CHE,2019,BTSX,YEARS20-24,489077,0,0,2685.64,549.12
1000,Non-migraine headache,CHE,2019,BTSX,YEARS20-24,489077,0,0,333.58,68.21
1030,Glaucoma,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
1040,Cataracts,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
1050,Uncorrected refractive errors,CHE,2019,BTSX,YEARS20-24,489077,0,0,1062.78,217.3
1060,Macular degeneration,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
1070,Other vision loss,CHE,2019,BTSX,YEARS20-24,489077,0,0,53.51,10.94
1080,Other hearing loss,CHE,2019,BTSX,YEARS20-24,489077,0,0,320.56,65.54
1110,Rheumatic heart disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.98,0.4
1120,Hypertensive heart disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.16,0.03
750,Bladder cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.59,0.12
752,Gallbladder and biliary tract cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.06,0.01
753,Larynx cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.02,0.21
754,Thyroid cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.62,0.33
1240,Appendicitis,CHE,2019,BTSX,YEARS20-24,489077,0,0,37.62,7.69
1241,Gastritis and duodenitis,CHE,2019,BTSX,YEARS20-24,489077,0,0,26.9,5.5
1242,Paralytic ileus and intestinal obstruction,CHE,2019,BTSX,YEARS20-24,489077,0,0,3.16,0.65
1244,Inflammatory bowel disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,85.15,17.41
1246,Gallbladder and biliary diseases,CHE,2019,BTSX,YEARS20-24,489077,0,0,36.62,7.49
1248,Pancreatitis,CHE,2019,BTSX,YEARS20-24,489077,0,0,2.85,0.58
1270,Kidney diseases,CHE,2019,BTSX,YEARS20-24,489077,0.01,0,108.66,22.22
1280,Benign prostatic hyperplasia,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
1290,Urolithiasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,7.43,1.52
1310,Infertility,CHE,2019,BTSX,YEARS20-24,489077,0,0,191.84,39.22
1320,Gynecological diseases,CHE,2019,BTSX,YEARS20-24,489077,0,0,2837.75,580.23
1330,Skin diseases,CHE,2019,BTSX,YEARS20-24,489077,0,0,913.4,186.76
755,Mesothelioma,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.07,0.01
710,Cervix uteri cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.81,0.17
720,Corpus uteri cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.38,0.08
740,Prostate cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.26,0.26
340,Ascariasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
350,Trichuriasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
360,Hookworm disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
362,Food-bourne trematodes,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
365,Leprosy,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
300,Dengue,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
310,Trachoma,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
315,Yellow fever,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
490,Neonatal conditions,CHE,2019,BTSX,YEARS20-24,489077,0,0,802.54,164.09
400,Upper respiratory infections,CHE,2019,BTSX,YEARS20-24,489077,0,0,444.18,90.82
410,Otitis media,CHE,2019,BTSX,YEARS20-24,489077,0,0,78.35,16.02
560,Iodine deficiency,CHE,2019,BTSX,YEARS20-24,489077,0,0,32.85,6.72
570,Vitamin A deficiency,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
580,Iron-deficiency anaemia,CHE,2019,BTSX,YEARS20-24,489077,0,0,130.02,26.58
620,Mouth and oropharynx cancers,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.45,0.3
630,Oesophagus cancer,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.07,0.01
180,Encephalitis,CHE,2019,BTSX,YEARS20-24,489077,0,0,6.84,1.4
186,Acute hepatitis A,CHE,2019,BTSX,YEARS20-24,489077,0,0,11.39,2.33
190,Acute hepatitis B,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.37,0.28
200,Acute hepatitis C,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.16,0.03
205,Acute hepatitis E,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.47,0.1
220,Malaria,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
230,African trypanosomiasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
240,Chagas disease,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.17,0.03
250,Schistosomiasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
260,Leishmaniasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
270,Lymphatic filariasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
280,Onchocerciasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
285,Cysticercosis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
30,Tuberculosis,CHE,2019,BTSX,YEARS20-24,489077,0,0,12.13,2.48
50,Syphilis,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.64,0.13
60,Chlamydia,CHE,2019,BTSX,YEARS20-24,489077,0,0,5.14,1.05
70,Gonorrhoea,CHE,2019,BTSX,YEARS20-24,489077,0,0,1.52,0.31
80,Trichomoniasis,CHE,2019,BTSX,YEARS20-24,489077,0,0,6.11,1.25
85,Genital herpes,CHE,2019,BTSX,YEARS20-24,489077,0,0,9.11,1.86
100,HIV/AIDS,CHE,2019,BTSX,YEARS20-24,489077,0,0,15.12,3.09
110,Diarrhoeal diseases,CHE,2019,BTSX,YEARS20-24,489077,0,0,163.48,33.43
130,Whooping cough,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.09,0.02
140,Diphtheria,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
150,Measles,CHE,2019,BTSX,YEARS20-24,489077,0,0,0.01,0
160,Tetanus,CHE,2019,BTSX,YEARS20-24,489077,0,0,0,0
