Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2019,BTSX,YEARS45-49,610897,93.32,15.28,4151.23,679.53
1130,Ischaemic heart disease,CHE,2019,BTSX,YEARS45-49,610897,74.41,12.18,3321.06,543.64
700,Breast cancer,CHE,2019,BTSX,YEARS45-49,610897,46.78,7.66,2338.08,382.73
680,"Trachea, bronchus, lung cancers",CHE,2019,BTSX,YEARS45-49,610897,44.95,7.36,1957.53,320.44
1230,Cirrhosis of the liver,CHE,2019,BTSX,YEARS45-49,610897,31.61,5.17,1397.41,228.75
650,Colon and rectum cancers,CHE,2019,BTSX,YEARS45-49,610897,27.87,4.56,1278.33,209.25
751,Brain and nervous system cancers,CHE,2019,BTSX,YEARS45-49,610897,23.1,3.78,1027.76,168.24
1140,Stroke,CHE,2019,BTSX,YEARS45-49,610897,18.87,3.09,1358.73,222.42
870,Drug use disorders,CHE,2019,BTSX,YEARS45-49,610897,16.61,2.72,1781.58,291.63
670,Pancreas cancer,CHE,2019,BTSX,YEARS45-49,610897,15.84,2.59,686.67,112.4
640,Stomach cancer,CHE,2019,BTSX,YEARS45-49,610897,14.57,2.39,635.91,104.09
860,Alcohol use disorders,CHE,2019,BTSX,YEARS45-49,610897,14.41,2.36,2830.21,463.29
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2019,BTSX,YEARS45-49,610897,11.5,1.88,509.68,83.43
1180,Chronic obstructive pulmonary disease,CHE,2019,BTSX,YEARS45-49,610897,11.45,1.87,1242.08,203.32
760,"Lymphomas, multiple myeloma",CHE,2019,BTSX,YEARS45-49,610897,11.01,1.8,510.15,83.51
1400,Congenital anomalies,CHE,2019,BTSX,YEARS45-49,610897,10.73,1.76,813.58,133.18
690,Melanoma and other skin cancers,CHE,2019,BTSX,YEARS45-49,610897,10.57,1.73,529.96,86.75
1550,Falls,CHE,2019,BTSX,YEARS45-49,610897,9.87,1.62,4843.64,792.87
620,Mouth and oropharynx cancers,CHE,2019,BTSX,YEARS45-49,610897,9.82,1.61,450.72,73.78
1530,Road injury,CHE,2019,BTSX,YEARS45-49,610897,9.24,1.51,1142.89,187.08
630,Oesophagus cancer,CHE,2019,BTSX,YEARS45-49,610897,8.4,1.38,367.81,60.21
800,Diabetes mellitus,CHE,2019,BTSX,YEARS45-49,610897,8.32,1.36,3014.83,493.51
770,Leukaemia,CHE,2019,BTSX,YEARS45-49,610897,8.29,1.36,400.26,65.52
660,Liver cancer,CHE,2019,BTSX,YEARS45-49,610897,7.82,1.28,342.09,56
710,Cervix uteri cancer,CHE,2019,BTSX,YEARS45-49,610897,7.59,1.24,343.55,56.24
390,Lower respiratory infections,CHE,2019,BTSX,YEARS45-49,610897,7.46,1.22,330.13,54.04
980,Multiple sclerosis,CHE,2019,BTSX,YEARS45-49,610897,6.3,1.03,590.81,96.71
730,Ovary cancer,CHE,2019,BTSX,YEARS45-49,610897,5.77,0.94,271.81,44.49
970,Epilepsy,CHE,2019,BTSX,YEARS45-49,610897,4.37,0.72,525.16,85.97
100,HIV/AIDS,CHE,2019,BTSX,YEARS45-49,610897,3.47,0.57,323.4,52.94
1620,Interpersonal violence,CHE,2019,BTSX,YEARS45-49,610897,3.33,0.55,403.55,66.06
720,Corpus uteri cancer,CHE,2019,BTSX,YEARS45-49,610897,3.29,0.54,163.28,26.73
752,Gallbladder and biliary tract cancer,CHE,2019,BTSX,YEARS45-49,610897,2.84,0.46,123.41,20.2
950,Alzheimer disease and other dementias,CHE,2019,BTSX,YEARS45-49,610897,2.83,0.46,228.8,37.45
1248,Pancreatitis,CHE,2019,BTSX,YEARS45-49,610897,2.46,0.4,127.34,20.84
1575,Exposure to mechanical forces,CHE,2019,BTSX,YEARS45-49,610897,2.43,0.4,1415.69,231.74
750,Bladder cancer,CHE,2019,BTSX,YEARS45-49,610897,2.47,0.4,122.59,20.07
850,Schizophrenia,CHE,2019,BTSX,YEARS45-49,610897,2.24,0.37,2406.6,393.95
745,Kidney cancer,CHE,2019,BTSX,YEARS45-49,610897,2.11,0.35,107.63,17.62
1270,Kidney diseases,CHE,2019,BTSX,YEARS45-49,610897,1.84,0.3,449.62,73.6
1570,Drowning,CHE,2019,BTSX,YEARS45-49,610897,1.58,0.26,74.92,12.26
1120,Hypertensive heart disease,CHE,2019,BTSX,YEARS45-49,610897,1.31,0.21,65.13,10.66
1220,Peptic ulcer disease,CHE,2019,BTSX,YEARS45-49,610897,1.27,0.21,74.97,12.27
755,Mesothelioma,CHE,2019,BTSX,YEARS45-49,610897,1.21,0.2,53.08,8.69
110,Diarrhoeal diseases,CHE,2019,BTSX,YEARS45-49,610897,1.06,0.17,194.27,31.8
754,Thyroid cancer,CHE,2019,BTSX,YEARS45-49,610897,0.95,0.16,63.75,10.44
1241,Gastritis and duodenitis,CHE,2019,BTSX,YEARS45-49,610897,0.98,0.16,197.19,32.28
1560,"Fire, heat and hot substances",CHE,2019,BTSX,YEARS45-49,610897,0.94,0.15,361.76,59.22
742,Testicular cancer,CHE,2019,BTSX,YEARS45-49,610897,0.89,0.15,53.29,8.72
1330,Skin diseases,CHE,2019,BTSX,YEARS45-49,610897,0.93,0.15,1109.08,181.55
200,Acute hepatitis C,CHE,2019,BTSX,YEARS45-49,610897,0.68,0.11,29.51,4.83
753,Larynx cancer,CHE,2019,BTSX,YEARS45-49,610897,0.66,0.11,35.28,5.78
1246,Gallbladder and biliary diseases,CHE,2019,BTSX,YEARS45-49,610897,0.67,0.11,351.6,57.55
1242,Paralytic ileus and intestinal obstruction,CHE,2019,BTSX,YEARS45-49,610897,0.61,0.1,37.49,6.14
1540,Poisonings,CHE,2019,BTSX,YEARS45-49,610897,0.6,0.1,84.08,13.76
1190,Asthma,CHE,2019,BTSX,YEARS45-49,610897,0.64,0.1,1712.54,280.33
740,Prostate cancer,CHE,2019,BTSX,YEARS45-49,610897,0.59,0.1,48.99,8.02
880,Anxiety disorders,CHE,2019,BTSX,YEARS45-49,610897,0.64,0.1,4349.07,711.92
550,Protein-energy malnutrition,CHE,2019,BTSX,YEARS45-49,610897,0.37,0.06,373.64,61.16
420,Maternal conditions,CHE,2019,BTSX,YEARS45-49,610897,0.39,0.06,18.73,3.07
30,Tuberculosis,CHE,2019,BTSX,YEARS45-49,610897,0.31,0.05,20.16,3.3
840,Bipolar disorder,CHE,2019,BTSX,YEARS45-49,610897,0.3,0.05,1707.61,279.53
960,Parkinson disease,CHE,2019,BTSX,YEARS45-49,610897,0.31,0.05,54.01,8.84
295,Echinococcosis,CHE,2019,BTSX,YEARS45-49,610897,0.29,0.05,12.65,2.07
1380,Back and neck pain,CHE,2019,BTSX,YEARS45-49,610897,0.3,0.05,8634.89,1413.48
