Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1610,Self-harm,CHE,2019,BTSX,YEARS35-39,611664,62.49,10.22,3401.88,556.17
870,Drug use disorders,CHE,2019,BTSX,YEARS35-39,611664,24.97,4.08,3226.07,527.43
700,Breast cancer,CHE,2019,BTSX,YEARS35-39,611664,13.29,2.17,801.37,131.01
1130,Ischaemic heart disease,CHE,2019,BTSX,YEARS35-39,611664,11.86,1.94,658.35,107.63
680,"Trachea, bronchus, lung cancers",CHE,2019,BTSX,YEARS35-39,611664,9.64,1.58,513.82,84
650,Colon and rectum cancers,CHE,2019,BTSX,YEARS35-39,611664,8.5,1.39,471.49,77.08
751,Brain and nervous system cancers,CHE,2019,BTSX,YEARS35-39,611664,8.13,1.33,454.99,74.39
1530,Road injury,CHE,2019,BTSX,YEARS35-39,611664,8.09,1.32,999.37,163.39
1140,Stroke,CHE,2019,BTSX,YEARS35-39,611664,7.84,1.28,724.53,118.45
760,"Lymphomas, multiple myeloma",CHE,2019,BTSX,YEARS35-39,611664,7.25,1.19,405.36,66.27
1400,Congenital anomalies,CHE,2019,BTSX,YEARS35-39,611664,6.14,1,727.53,118.94
1230,Cirrhosis of the liver,CHE,2019,BTSX,YEARS35-39,611664,5.95,0.97,333.43,54.51
640,Stomach cancer,CHE,2019,BTSX,YEARS35-39,611664,5.76,0.94,307.7,50.31
670,Pancreas cancer,CHE,2019,BTSX,YEARS35-39,611664,5.59,0.91,296.04,48.4
770,Leukaemia,CHE,2019,BTSX,YEARS35-39,611664,5.32,0.87,311.59,50.94
1550,Falls,CHE,2019,BTSX,YEARS35-39,611664,5.29,0.86,3902.55,638.02
970,Epilepsy,CHE,2019,BTSX,YEARS35-39,611664,5.21,0.85,610.02,99.73
690,Melanoma and other skin cancers,CHE,2019,BTSX,YEARS35-39,611664,4.96,0.81,305.5,49.95
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2019,BTSX,YEARS35-39,611664,4.79,0.78,260.2,42.54
860,Alcohol use disorders,CHE,2019,BTSX,YEARS35-39,611664,3.72,0.61,3070.17,501.94
1620,Interpersonal violence,CHE,2019,BTSX,YEARS35-39,611664,3.53,0.58,433.34,70.85
710,Cervix uteri cancer,CHE,2019,BTSX,YEARS35-39,611664,3.42,0.56,195.54,31.97
800,Diabetes mellitus,CHE,2019,BTSX,YEARS35-39,611664,3.35,0.55,1418.13,231.85
730,Ovary cancer,CHE,2019,BTSX,YEARS35-39,611664,2.97,0.49,164.91,26.96
1570,Drowning,CHE,2019,BTSX,YEARS35-39,611664,1.61,0.26,90.72,14.83
1575,Exposure to mechanical forces,CHE,2019,BTSX,YEARS35-39,611664,1.59,0.26,1151.78,188.3
660,Liver cancer,CHE,2019,BTSX,YEARS35-39,611664,1.47,0.24,79.02,12.92
390,Lower respiratory infections,CHE,2019,BTSX,YEARS35-39,611664,1.49,0.24,85.1,13.91
110,Diarrhoeal diseases,CHE,2019,BTSX,YEARS35-39,611664,1.49,0.24,249.63,40.81
1540,Poisonings,CHE,2019,BTSX,YEARS35-39,611664,1.32,0.22,127.4,20.83
1270,Kidney diseases,CHE,2019,BTSX,YEARS35-39,611664,1.24,0.2,336.38,54.99
750,Bladder cancer,CHE,2019,BTSX,YEARS35-39,611664,1.19,0.19,66.81,10.92
420,Maternal conditions,CHE,2019,BTSX,YEARS35-39,611664,1.01,0.17,135.01,22.07
620,Mouth and oropharynx cancers,CHE,2019,BTSX,YEARS35-39,611664,0.8,0.13,50.24,8.21
1120,Hypertensive heart disease,CHE,2019,BTSX,YEARS35-39,611664,0.72,0.12,39.62,6.48
1190,Asthma,CHE,2019,BTSX,YEARS35-39,611664,0.74,0.12,1580.6,258.41
980,Multiple sclerosis,CHE,2019,BTSX,YEARS35-39,611664,0.75,0.12,286.47,46.83
