Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
1130,Ischaemic heart disease,CHE,2015,BTSX,YEARS45-49,675935,104.62,15.48,4633.97,685.56
1610,Self-harm,CHE,2015,BTSX,YEARS45-49,675935,102.81,15.21,4589.66,679.01
700,Breast cancer,CHE,2015,BTSX,YEARS45-49,675935,55,8.14,2721.78,402.67
680,"Trachea, bronchus, lung cancers",CHE,2015,BTSX,YEARS45-49,675935,48.41,7.16,2108.68,311.96
1230,Cirrhosis of the liver,CHE,2015,BTSX,YEARS45-49,675935,42.15,6.24,1856.95,274.72
1140,Stroke,CHE,2015,BTSX,YEARS45-49,675935,27.02,4,1739.55,257.35
650,Colon and rectum cancers,CHE,2015,BTSX,YEARS45-49,675935,27.01,4,1249.77,184.89
870,Drug use disorders,CHE,2015,BTSX,YEARS45-49,675935,26.32,3.89,2274.94,336.56
751,Brain and nervous system cancers,CHE,2015,BTSX,YEARS45-49,675935,25.18,3.73,1120.49,165.77
670,Pancreas cancer,CHE,2015,BTSX,YEARS45-49,675935,22.33,3.3,966.14,142.93
860,Alcohol use disorders,CHE,2015,BTSX,YEARS45-49,675935,20.02,2.96,3400.12,503.02
1530,Road injury,CHE,2015,BTSX,YEARS45-49,675935,19.08,2.82,1764.82,261.09
640,Stomach cancer,CHE,2015,BTSX,YEARS45-49,675935,17.39,2.57,758.69,112.24
1150,"Cardiomyopathy, myocarditis, endocarditis",CHE,2015,BTSX,YEARS45-49,675935,16.77,2.48,737.53,109.11
760,"Lymphomas, multiple myeloma",CHE,2015,BTSX,YEARS45-49,675935,16.2,2.4,736.67,108.99
620,Mouth and oropharynx cancers,CHE,2015,BTSX,YEARS45-49,675935,14.17,2.1,640.95,94.82
770,Leukaemia,CHE,2015,BTSX,YEARS45-49,675935,14.08,2.08,652.83,96.58
800,Diabetes mellitus,CHE,2015,BTSX,YEARS45-49,675935,13.67,2.02,3288.43,486.5
690,Melanoma and other skin cancers,CHE,2015,BTSX,YEARS45-49,675935,12.83,1.9,636.13,94.11
1180,Chronic obstructive pulmonary disease,CHE,2015,BTSX,YEARS45-49,675935,11.84,1.75,1362.28,201.54
390,Lower respiratory infections,CHE,2015,BTSX,YEARS45-49,675935,11,1.63,482.47,71.38
660,Liver cancer,CHE,2015,BTSX,YEARS45-49,675935,10.78,1.59,469.89,69.52
1550,Falls,CHE,2015,BTSX,YEARS45-49,675935,9.44,1.4,4989.11,738.1
1400,Congenital anomalies,CHE,2015,BTSX,YEARS45-49,675935,9.32,1.38,786.83,116.41
980,Multiple sclerosis,CHE,2015,BTSX,YEARS45-49,675935,8.77,1.3,730.36,108.05
1248,Pancreatitis,CHE,2015,BTSX,YEARS45-49,675935,7.72,1.14,356.77,52.78
100,HIV/AIDS,CHE,2015,BTSX,YEARS45-49,675935,7.55,1.12,560.12,82.87
720,Corpus uteri cancer,CHE,2015,BTSX,YEARS45-49,675935,6.98,1.03,322.87,47.77
970,Epilepsy,CHE,2015,BTSX,YEARS45-49,675935,6.66,0.99,659.87,97.62
630,Oesophagus cancer,CHE,2015,BTSX,YEARS45-49,675935,6.63,0.98,292.23,43.23
950,Alzheimer disease and other dementias,CHE,2015,BTSX,YEARS45-49,675935,6.57,0.97,401.18,59.35
730,Ovary cancer,CHE,2015,BTSX,YEARS45-49,675935,6.25,0.92,295.22,43.68
1575,Exposure to mechanical forces,CHE,2015,BTSX,YEARS45-49,675935,5.2,0.77,1734.13,256.55
710,Cervix uteri cancer,CHE,2015,BTSX,YEARS45-49,675935,4.65,0.69,218.47,32.32
1620,Interpersonal violence,CHE,2015,BTSX,YEARS45-49,675935,4.37,0.65,448.72,66.39
745,Kidney cancer,CHE,2015,BTSX,YEARS45-49,675935,4.33,0.64,204.35,30.23
742,Testicular cancer,CHE,2015,BTSX,YEARS45-49,675935,3.31,0.49,159.93,23.66
750,Bladder cancer,CHE,2015,BTSX,YEARS45-49,675935,3.22,0.48,157.13,23.25
740,Prostate cancer,CHE,2015,BTSX,YEARS45-49,675935,2.21,0.33,121,17.9
850,Schizophrenia,CHE,2015,BTSX,YEARS45-49,675935,2.2,0.33,2635.52,389.91
1220,Peptic ulcer disease,CHE,2015,BTSX,YEARS45-49,675935,2.23,0.33,116.91,17.3
1242,Paralytic ileus and intestinal obstruction,CHE,2015,BTSX,YEARS45-49,675935,2.23,0.33,108.78,16.09
1560,"Fire, heat and hot substances",CHE,2015,BTSX,YEARS45-49,675935,2.08,0.31,446.24,66.02
1540,Poisonings,CHE,2015,BTSX,YEARS45-49,675935,2.08,0.31,152.09,22.5
1270,Kidney diseases,CHE,2015,BTSX,YEARS45-49,675935,1.86,0.28,500.54,74.05
1580,Natural disasters,CHE,2015,BTSX,YEARS45-49,675935,1.3,0.19,62.69,9.27
1241,Gastritis and duodenitis,CHE,2015,BTSX,YEARS45-49,675935,1.12,0.17,170.23,25.18
1470,Oral conditions,CHE,2015,BTSX,YEARS45-49,675935,1.12,0.17,2522.1,373.13
960,Parkinson disease,CHE,2015,BTSX,YEARS45-49,675935,1.12,0.17,93.1,13.77
1190,Asthma,CHE,2015,BTSX,YEARS45-49,675935,1.12,0.17,1837.97,271.92
1110,Rheumatic heart disease,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,56.21,8.32
1120,Hypertensive heart disease,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,56.63,8.38
840,Bipolar disorder,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,1919.44,283.97
880,Anxiety disorders,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,4776.98,706.72
752,Gallbladder and biliary tract cancer,CHE,2015,BTSX,YEARS45-49,675935,1.1,0.16,48.92,7.24
754,Thyroid cancer,CHE,2015,BTSX,YEARS45-49,675935,1.1,0.16,72.81,10.77
755,Mesothelioma,CHE,2015,BTSX,YEARS45-49,675935,1.1,0.16,48.79,7.22
1330,Skin diseases,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,1228.74,181.78
200,Acute hepatitis C,CHE,2015,BTSX,YEARS45-49,675935,1.08,0.16,46.96,6.95
30,Tuberculosis,CHE,2015,BTSX,YEARS45-49,675935,1.09,0.16,55.1,8.15
420,Maternal conditions,CHE,2015,BTSX,YEARS45-49,675935,0.44,0.07,21.19,3.13
295,Echinococcosis,CHE,2015,BTSX,YEARS45-49,675935,0.43,0.06,18.6,2.75
812,Sickle cell disorders and trait,CHE,2015,BTSX,YEARS45-49,675935,0.13,0.02,9.89,1.46
1630,Collective violence and legal intervention,CHE,2015,BTSX,YEARS45-49,675935,0.07,0.01,4.82,0.71
1244,Inflammatory bowel disease,CHE,2015,BTSX,YEARS45-49,675935,0,0,231.54,34.25
1570,Drowning,CHE,2015,BTSX,YEARS45-49,675935,0,0,6.65,0.98
1350,Rheumatoid arthritis,CHE,2015,BTSX,YEARS45-49,675935,0,0,387.63,57.35
490,Neonatal conditions,CHE,2015,BTSX,YEARS45-49,675935,0,0,1030.24,152.42
550,Protein-energy malnutrition,CHE,2015,BTSX,YEARS45-49,675935,0,0,372.33,55.08
560,Iodine deficiency,CHE,2015,BTSX,YEARS45-49,675935,0,0,57.48,8.5
570,Vitamin A deficiency,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
580,Iron-deficiency anaemia,CHE,2015,BTSX,YEARS45-49,675935,0,0,203.05,30.04
50,Syphilis,CHE,2015,BTSX,YEARS45-49,675935,0,0,3.27,0.48
60,Chlamydia,CHE,2015,BTSX,YEARS45-49,675935,0,0,14.51,2.15
70,Gonorrhoea,CHE,2015,BTSX,YEARS45-49,675935,0,0,3.74,0.55
80,Trichomoniasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,13.22,1.96
85,Genital herpes,CHE,2015,BTSX,YEARS45-49,675935,0,0,29.86,4.42
205,Acute hepatitis E,CHE,2015,BTSX,YEARS45-49,675935,0,0,0.76,0.11
220,Malaria,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
230,African trypanosomiasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
240,Chagas disease,CHE,2015,BTSX,YEARS45-49,675935,0,0,1.05,0.16
250,Schistosomiasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
260,Leishmaniasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
270,Lymphatic filariasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
280,Onchocerciasis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
285,Cysticercosis,CHE,2015,BTSX,YEARS45-49,675935,0,0,0,0
